facility_id,official_station_name,location_descriptive_name_common_name,classification,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,after_hours_phone_number,pharmacy_phone_number,enrollment_coordinator_phone_number,patient_advocate_phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
648GA,Bend VA Clinic,Bend,Multi-Specialty CBOC,2650 Northeast Courtney Drive,,Bend,OR,97701,541-647-5200 x,541-389-5459 x,541-647-5200 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,44.07203683,-121.2647749,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
648GB,Salem VA Clinic,Salem,Multi-Specialty CBOC,1750 McGilchrist Street Southeast,Suite 130,Salem,OR,97302,503-721-1499 x,503-316-9037 x,503-798-4200 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,44.91670227,-123.0230801,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
648GD,North Coast VA Clinic,North Coast-Warrenton,Primary Care CBOC,91400 Neacoxie Street,Building 7315,Warrenton,OR,97146,503-220-8262 x52593,503-861-9528 x,503-220-8262 x52593,503-273-5183 x,503-273-5069 x,503-273-5308 x,46.12125954,-123.9354791,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
648GE,East Portland VA Clinic,East Portland,Primary Care CBOC,10535 Northeast Glisan Street,Suite 200,Portland,OR,97220,503-273-5142 x,503-252-9422 x,503-273-5142 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,45.5262974,-122.5556191,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
648GF,Hillsboro VA Clinic,Hillsboro,Multi-Specialty CBOC,1925 Northwest Amberglen Parkway,Suite 300,Hillsboro,OR,97006,503-906-5000 x,503-906-5181 x,503-906-5000 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,45.53327537,-122.8793913,730AM-430PM,700AM-500PM,700AM-430PM,700AM-430PM,730AM-430PM,800AM-1000AM,-,We are open Saturdays by appointment.  We are closed Sundays and all federal holidays.
648GG,West Linn VA Clinic,West Linn,Primary Care CBOC,1750 Southwest Blankenship Road,Suite 300,West Linn,OR,97068,503-210-4900 x,503-210-4998 x,503-210-4900 x,503-273-5201 x,503-273-5069 x,503-273-5308 x,45.35121343,-122.6564184,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
648GH,Newport VA Clinic,Newport,Primary Care CBOC,1010 Southwest Coast Highway,Suite 203,Newport,OR,97365,541-265-4182 x,541-574-7670 x,503-798-4200 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,44.62712054,-124.0614023,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
648GI,Portland VA Clinic,Portland-1st Avenue,Primary Care CBOC,308 Southwest 1st Avenue,Suite 155,Portland,OR,97204,503-808-1256 x,503-808-1900 x,800-273-8255 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,45.52017259,-122.6722189,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
648GJ,The Dalles VA Clinic,The Dalles,Primary Care CBOC,704 Veterans Drive,,The Dalles,OR,97058,541-296-3937 x,503-220-3452 x,541-296-3937 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,45.60032385,-121.1256128,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
653,Roseburg VA Medical Center,Roseburg,VA Medical Center (VAMC),913 Northwest Garden Valley Boulevard,,Roseburg,OR,97471,541-440-1000 x,541-440-1225 x,541-440-1000 x,541-440-1000 x41261,541-440-1000 x44575,541-440-1000 x44239,43.22859285,-123.367087,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
653BY,Eugene VA Clinic,Eugene,Multi-Specialty CBOC,100 East River Avenue,,Eugene,OR,97404,541-607-0897 x,541-607-7573 x,541-440-1000 x,541-440-1000 x41261,541-440-1000 x44575,541-440-1000 x44239,44.09571173,-123.1261009,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
653GA,North Bend VA Clinic,North Bend,Primary Care CBOC,2191 Marion Street,,North Bend,OR,97459,541-440-1000 x,541-756-7503 x,541-440-1000 x,541-440-1000 x41261,541-440-1000 x44575,541-440-1000 x44239,43.40429971,-124.2364918,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
653GB,Brookings VA Clinic,Brookings,Primary Care CBOC,555 5th Street,,Brookings,OR,97415,541-440-1000 x,541-412-1842 x,541-440-1000 x,541-440-1000 x41261,541-440-1000 x44575,541-440-1000 x44239,42.05589053,-124.2879868,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
663,Seattle VA Medical Center,Seattle,VA Medical Center (VAMC),1660 South Columbian Way,,Seattle,WA,98108,800-329-8387 x71234,206-764-2250 x,800-329-8387 x62810,800-329-8387 x71234,800-329-8387 x76542,800-329-8387 x62160,47.56199978,-122.3110014,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m. We are open extended hours Wednesdays until 6:30 p.m. and Saturdays by appointment 8 a.m. to Noon. We are closed weekends and all federal holidays. Emergency Care: 24 hours a day 7 days a week.
663A4,American Lake VA Medical Center,American Lake,VA Medical Center (VAMC),9600 Veterans Drive Southwest,,Tacoma,WA,98493,253-582-8440 x,253-589-4015 x,800-329-8387 x62810,800-329-8387 x71234,800-329-8387 x76542,800-329-8387 x72585,47.13512206,-122.5770371,800AM-430PM,800AM-430PM,800AM-630PM,800AM-430PM,800AM-430PM,800AM-1200PM,-,Administrative hours 8 a.m. to 4:30 p.m. We are open extended hours Wednesdays until 6:30 p.m. and Saturdays by appointment 8 a.m. to Noon. We are closed weekends and all federal holidays. Urgent Care: Monday-Friday 7:30 a.m. to 5:00 p.m.
663GA,Bellevue VA Clinic,Bellevue,Primary Care CBOC,13033 Bel-Red Road,Suite 210,Bellevue,WA,98005,425-214-1055 x,425-453-1619 x,800-329-8387 x62810,800-329-8387 x71234,800-329-8387 x76542,800-329-8387 x62160,47.62158253,-122.1667735,800AM-430PM,800AM-430PM,800AM-630PM,800AM-430PM,800AM-430PM,800AM-1200PM,-,We are open extended hours Wednesdays until 6:30 p.m. and Saturdays by appointment 8 a.m. to Noon. We are closed weekends and all federal holidays.
663GB,Bremerton VA Clinic,Bremerton,Primary Care CBOC,925 Adele Avenue,,Bremerton,WA,98312,360-782-0129 x,360-377-8029 x,800-329-8387 x62810,800-329-8387 x71234,800-329-8387 x76542,800-329-8387 x62160,47.57017492,-122.663094,800AM-430PM,800AM-430PM,800AM-630PM,800AM-430PM,800AM-430PM,800AM-1200PM,-,We are open extended hours Wednesdays until 6:30 p.m. and Saturdays by appointment 8 a.m. to Noon. We are closed weekends and all federal holidays.
663GC,Mount Vernon VA Clinic,Mount Vernon,Multi-Specialty CBOC,307 South 13th Street,Suite 200,Mount Vernon,WA,98274,360-848-8500 x,360-419-3700 x,800-329-8387 x62810,800-329-8387 x71234,800-329-8387 x76542,800-329-8387 x62160,48.41879031,-122.3253111,800AM-430PM,800AM-430PM,800AM-630PM,800AM-430PM,800AM-430PM,800AM-1200PM,-,We are open extended hours Wednesdays until 6:30 p.m. and Saturdays by appointment 8 a.m. to Noon. We are closed weekends and all federal holidays.
663GD,South Sound VA Clinic,South Sound-Chehalis,Primary Care CBOC,151 Northeast Hampe Way,Suite B2-6,Chehalis,WA,98532,360-748-3049 x,360-748-3006 x,800-329-8387 x62810,800-329-8387 x71234,800-329-8387 x76542,800-329-8387 x72585,46.68799254,-122.9558389,800AM-430PM,800AM-430PM,800AM-630PM,800AM-430PM,800AM-430PM,800AM-1200PM,-,We are open extended hours Wednesdays until 6:30 p.m. and Saturdays by appointment 8 a.m. to Noon. We are closed weekends and all federal holidays.
663GE,North Olympic Peninsula VA Clinic,North Olympic Peninsula-Port Angeles,Primary Care CBOC,1114 Georgiana Street,,Port Angeles,WA,98362,360-565-7420 x,360-457-7499 x,360-565-7439 x,360-565-7420 x,800-329-8387 x76542,800-329-8387 x62160,48.11312692,-123.4133885,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
663HK,Puget Sound VA Mobile Clinic,Puget Sound Mobile,Other Outpatient Services (OOS),9600 Veterans Drive Southwest,,Tacoma,WA,98493,253-583-1162 x,253-589-4151 x,800-329-8387 x62810,800-329-8387 x71234,800-329-8387 x76542,800-329-8387 x62160,47.13512206,-122.5770371,800AM-300PM,800AM-130PM,800AM-300PM,800AM-300PM,800AM-100PM,-,-,We are open two weeks a month by appointment.  We are closed weekends and all federal holidays.
668,Mann-Grandstaff Department of Veterans Affairs Medical Center,Spokane,VA Medical Center (VAMC),4815 North Assembly Street,,Spokane,WA,99205,509-434-7000 x,509-434-7100 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,47.70192884,-117.4756204,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
668GA,Wenatchee VA Clinic,Wenatchee,Multi-Specialty CBOC,2530 Chester Kimm Road,,Wenatchee,WA,98801,509-663-7615 x,509-663-7516 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,47.46308924,-120.3340498,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
668GB,Coeur d 'Alene VA Clinic,Coeur d 'Alene,Primary Care CBOC,915 West Emma Avenue,,Coeur d'Alene,ID,83814,208-665-1700 x,208-667-8649 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,47.69262682,-116.7959798,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
668HK,Spokane VA Mobile Clinic,Spokane Mobile,Other Outpatient Services (OOS),4815 North Assembly Street,,Spokane,WA,99205,509-434-7000 x,509-434-7119 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,47.70192884,-117.4756204,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
668QA,Colville VA Clinic,Colville,Other Outpatient Services (OOS),1200 East Columbia Avenue,,Colville,WA,99114,509-684-3701 x,509-684-5817 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,48.54128184,-117.8916389,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
668QB,Libby VA Clinic,Libby,Other Outpatient Services (OOS),211 East 2nd Street,,Libby,MT,59923,406-293-8711 x,406-293-8735 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,48.39322229,-115.5485082,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
668QD,Sandpoint VA Clinic,Sandpoint-Ponderay,Other Outpatient Services (OOS),30410 Highway 200,,Ponderay,ID,83852,208-260-3450 x,208-255-5635 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,48.29746825,-116.5441494,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
668QE,Spokane VA Clinic,Spokane-West 2nd Avenue,Other Outpatient Services (OOS),705 West 2nd Avenue,,Spokane,WA,99201,509-462-2500 x,509-462-2503 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,47.65450148,-117.4224389,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
668QF,Tonasket VA Clinic,Tonasket,Other Outpatient Services (OOS),203 South Western Avenue,,Tonasket,WA,98855,509-486-2151 x,509-485-3168 x,509-434-7000 x,509-434-7011 x,509-434-7506 x,509-434-7504 x,48.70685029,-119.439436,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
687,Jonathan M. Wainwright Memorial VA Medical Center,Walla Walla,VA Medical Center (VAMC),77 Wainwright Drive,,Walla Walla,WA,99362,509-525-5200 x,509-527-3452 x,509-525-5200 x,509-525-5200 x22498,509-525-5200 x22780,509-525-5200 x26723,46.0527888,-118.3553657,800AM-430PM,800AM-430PM,800AM-630PM,800AM-430PM,800AM-430PM,800AM-430PM,-,Administrative hours 8 a.m. to 4:30 p.m.Ê We are closed Sunday and all federal holidays.
687GA,Richland VA Clinic,Richland,Primary Care CBOC,825 Jadwin Avenue,"Suite 250, 2nd Floor",Richland,WA,99352,509-946-1020 x,509-946-0827 x,509-525-5200 x,509-525-5200 x22498,509-525-5200 x22780,509-525-5200 x26723,46.27709224,-119.2752614,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
687GB,Lewiston VA Clinic,Lewiston,Primary Care CBOC,1630 23rd Avenue,Building 2,Lewiston,ID,83501,208-746-7784 x,208-798-8652 x,509-525-5200 x,509-525-5200 x22498,509-525-5200 x22780,509-525-5200 x26723,46.39728106,-117.0089603,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
687GC,La Grande VA Clinic,La Grande,Primary Care CBOC,202 12th Street,,La Grande,OR,97850,541-963-0627 x,541-963-2809 x,509-525-5200 x,509-525-5200 x22498,509-525-5200 x22780,509-525-5200 x26723,45.31391045,-118.0863682,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
687HA,Yakima VA Clinic,Yakima,Primary Care CBOC,717 Fruitvale Boulevard,,Yakima,WA,98902,509-966-0199 x,509-966-4266 x,509-525-5200 x,509-525-5200 x22498,509-525-5200 x22780,509-525-5200 x26723,46.61258687,-120.5221193,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
687QA,Grangeville VA Clinic,Grangeville,Other Outpatient Services (OOS),711 West North Street,,Grangeville,ID,83850,208-983-4671 x,208-983-5404 x,509-525-5200 x,509-525-5200 x22416,509-525-5200 x22780,509-525-5200 x26723,45.92757276,-116.1271164,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
687QB,Morrow County VA Clinic,Morrow County-Boardman,Other Outpatient Services (OOS),2 Marine Drive,Suite 103,Boardman,OR,97818,541-481-2255 x,542-481-2304 x,509-525-5200 x,509-525-5200 x22416,509-525-5200 x22780,509-525-5200 x26723,45.84518578,-119.702294,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
687QC,Wallowa County VA Clinic,Wallowa County-Enterprise,Other Outpatient Services (OOS),401 Northeast 1st Street,Suite A,Enterprise,OR,97828,541-426-0219 x,541-426-0226 x,509-525-5200 x,509-525-5200 x22416,509-525-5200 x22780,509-525-5200 x26723,45.42844847,-117.2762406,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
692,White City VA Medical Center,White City,VA Medical Center (VAMC),8495 Crater Lake Highway,,White City,OR,97503,541-826-2111 x,541-830-7570 x,541-826-2111 x,541-826-2111 x3606,541-826-2111 x3825,541-826-2111 x3657,42.43997802,-122.8362018,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
692GA,Klamath Falls VA Clinic,Klamath Falls,Primary Care CBOC,2225 North Eldorado Boulevard,,Klamath Falls,OR,97601,541-273-6206 x,541-273-6207 x,541-826-2111 x,541-826-2111 x3606,541-826-2111 x3825,541-826-2111 x3657,42.24791206,-121.7845373,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
692GB,Grants Pass VA Clinic,Grants Pass,Primary Care CBOC,1877 Williams Highway,,Grants Pass,OR,97527,541-955-5551 x,541-955-7171 x,541-826-2111 x,541-830-7563 x,541-826-2111 x3190,541-826-2111 x3657,42.41746526,-123.3387217,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
692QA,Klamath Falls VA Mobile Clinic,Klamath Falls Mobile,Other Outpatient Services (OOS),2225 North Eldorado Boulevard,,Klamath Falls,OR,97601,541-273-6206 x,541-273-6207 x,541-826-2111 x,541-826-2111 x3606,541-826-2111 x3742,541-826-2111 x3657,42.24791206,-121.7845373,-,1000AM-200PM,-,-,-,-,-,We are open by appointment. We are closed weekends and all federal holidays.
358,Manila VA Clinic,Manila-Pasay City,Other Outpatient Services (OOS),1501 Roxas Boulevard,,Pasay City,PI,1302,632-318-8387 x,632-310-5957 x,632-318-8387 x,632-318-8311 x2,632-318-8371 x,632-318-8316 x,42.59771191,-72.59941801,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,Our clinics primary purpose is to conduct compensation and pension exams. The clinic is not authorized to serve as a sojourning Veterans primary health center facility and will treat service connected patients as resources become available. We are closed weekends and all federal holidays as well and some Philippine holidays. No emergency services are available at this site.
459,Spark M. Matsunaga Department of Veterans Affairs Medical Center,Honolulu,VA Medical Center (VAMC),459 Patterson Road,,Honolulu,HI,96819,800-214-1306 x,808-433-0390 x,800-214-1306 x3,800-214-1306 x1,800-214-1306 x4,808-433-0126 x,21.36125986,-157.8888456,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative and clinic hours are from 7:30 a.m. to 4:00 p.m. Primary and mental health clinic extended hours are on Tuesdays from 4 p.m. to 6 p.m. & Saturdays 8 a.m. to noon by appointment. We are closed weekends and all federal holidays. Emergency Care is available at Tripler Army Medical Center: 24 hours a day 7 days a week.
459GA,Maui VA Clinic,Maui-Kahului,Primary Care CBOC,203 Ho'ohana Street,Suite 303,Kahului,HI,96732,808-871-2454 x,808-871-2106 x,808-871-2454 x,808-871-2454 x,808-871-2454 x,808-433-0126 x,20.88695995,-156.463269,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.  There are no VA emergency services at this location.
459GB,Hilo VA Clinic,Hilo,Primary Care CBOC,1285 Waianuenue Avenue,Suite 211,Hilo,HI,96720,808-935-3781 x,808-935-3783 x,808-935-3781 x,808-935-3781 x3,808-935-3781 x5,808-433-0126 x,19.71739289,-155.1135055,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
459GC,Kailua-Kona VA Clinic,Kailua-Kona,Primary Care CBOC,75-377 Hualalai Road,,Kailua-Kona,HI,96740,808-329-0774 x,808-329-0776 x,808-329-0774 x,808-329-0774 x,808-329-0774 x,808-433-0126 x,19.6313903,-155.9772283,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and federal holidays.
459GD,Lihue VA Clinic,Lihue,Primary Care CBOC,4485 Pahe'e Street,Suite 150,Lihue,HI,96766,808-246-0497 x,808-246-9349 x,808-246-0497 x,808-246-0497 x,808-246-0497 x,808-433-0126 x,21.97024588,-159.3826271,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
459GE,Guam VA Clinic,Guam-Agana Heights,Primary Care CBOC,498 Chalan Palasyo,,Agana Heights,GU,96910,671-472-7250 x,671-472-7249 x,808-433-7864 x,800-465-8387 x,808-433-7600 x,808-433-0126 x,13.47190757,144.7403633,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
459GF,American Samoa VA Clinic,American Samoa-Pago Pago,Primary Care CBOC,Fiatele Teo Army Reserve Building,,Pago Pago,AS,96799,684-699-3730 x,684-699-9147 x,808-433-7864 x,684-699-3730 x,808-433-7600 x,808-433-0126 x,-14.27823344,-170.6880034,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
459GG,Leeward Oahu VA Clinic,Leeward Oahu-Ewa Beach,Primary Care CBOC,91-2135 Fort Weaver Road,Suite 501,Ewa Beach,HI,96706,800-214-1306 x,808-433-0390 x,808-433-0600 x,808-433-0050 x,808-433-7600 x,808-433-0126 x,21.36987456,-158.0261806,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
459GH,Saipan VA Clinic,Saipan,Other Outpatient Services (OOS),Marina Heights Business Park - Garapan,MH-II Building Suite 100 and 206,Saipan,MP,96950,670-322-0035 x,670-322-0038 x,800-214-1306 x,800-465-8387 x,808-433-7600 x,670-322-0035 x,15.216949,145.729403,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
459QA,Lanai VA Clinic,Lanai-Lanai City,Other Outpatient Services (OOS),628-B Seventh Street,,Lanai City,HI,96783,808-565-6423 x,808-433-0391 x,800-214-1306 x,800-214-1306 x,800-214-1306 x,808-433-0126 x,20.82694027,-156.9173493,-,-,-,-,-,-,-,The clinic will open based on appointments requested on the 4th Friday of every month. No VA emergency services are available at this location.
459QB,Molokai VA Clinic,Molokai-Kaunakakai,Other Outpatient Services (OOS),280 Homeolu Place,,Kaunakakai,HI,96748,808-553-3191 x,808-553-3112 x,800-214-1306 x,800-214-1306 x,800-214-1306 x,808-433-0126 x,21.09387738,-157.0178656,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays. Primary Care and Mental Health Care Wednesdays and Fridays 12:00 p.m. - 4:00 p.m.; Travel and scheduling appointments available Monday through Friday.
