facility_id,service_level_1,service_level_2
691GM,Diagnostic Services,Imaging and Radiology
691GM,Diagnostic Services,
691GM,Mental Health Care,Outpatient Mental Health Care
691GM,Mental Health Care,Outpatient Specialized Mental Health Care 
691GM,Mental Health Care,
691GM,Primary Care,
691GM,Rehabilitation Care and Services,Audiology
691GM,Rehabilitation Care and Services,
691GM,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GM,Wellness and Preventative Care,
437,Audiology,
437,Dental Services,
437,Diagnostic Services,Imaging and Radiology
437,Diagnostic Services,Lab Services
437,Diagnostic Services,Nuclear Medicine 
437,Diagnostic Services,
437,Extended Care,Outpatient Geriatric Medicine
437,Extended Care,
437,Eye (Vision) Care,Ophthalmology
437,Eye (Vision) Care,Optometry
437,Eye (Vision) Care,
437,Mental Health Care,Outpatient Mental Health Care
437,Mental Health Care,Outpatient Specialized Mental Health Care 
437,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
437,Mental Health Care,
437,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
437,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
437,Outpatient Medical Specialty Care,Diabetes
437,Outpatient Medical Specialty Care,Dialysis and Dialysis Support Services 
437,Outpatient Medical Specialty Care,Endocrinology
437,Outpatient Medical Specialty Care,Hematology (Blood) Services 
437,Outpatient Medical Specialty Care,Infectious Disease
437,Outpatient Medical Specialty Care,Internal Medicine
437,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
437,Outpatient Medical Specialty Care,Neurology
437,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
437,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
437,Outpatient Medical Specialty Care,Rheumatology/Arthritis
437,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
437,Outpatient Medical Specialty Care,
437,Outpatient Surgical Specialty Care, Podiatry
437,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
437,Outpatient Surgical Specialty Care,General Surgery
437,Outpatient Surgical Specialty Care,Gynecology
437,Outpatient Surgical Specialty Care,Ophthalmology
437,Outpatient Surgical Specialty Care,Orthopedics
437,Outpatient Surgical Specialty Care,Pain Management Clinic 
437,Outpatient Surgical Specialty Care,Plastic Surgery
437,Outpatient Surgical Specialty Care,Urology
437,Outpatient Surgical Specialty Care,Vascular Surgery
437,Outpatient Surgical Specialty Care,
437,Primary Care,
437,Rehabilitation Care and Services,Amputation System of Care Services
437,Rehabilitation Care and Services,Audiology
437,Rehabilitation Care and Services,Compensated Work Therapy
437,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
437,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
437,Rehabilitation Care and Services,Speech Pathology
437,Rehabilitation Care and Services,Spinal Cord Injury
437,Rehabilitation Care and Services,
437,Wellness and Preventative Care,Eating Right: Diet and Nutrition
437,Wellness and Preventative Care,Weight Management Services/MOVE! 
437,Wellness and Preventative Care,
437GA,Mental Health Care,Outpatient Mental Health Care
437GA,Mental Health Care,
437GA,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
437GA,Outpatient Medical Specialty Care,Diabetes
437GA,Outpatient Medical Specialty Care,Neurology
437GA,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
437GA,Outpatient Medical Specialty Care,
437GA,Primary Care,
437GA,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
437GA,Rehabilitation Care and Services,
437GA,Wellness and Preventative Care,Eating Right: Diet and Nutrition
437GA,Wellness and Preventative Care,
437GB,Audiology,
437GB,Mental Health Care,Outpatient Mental Health Care
437GB,Mental Health Care,Outpatient Specialized Mental Health Care 
437GB,Mental Health Care,
437GB,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
437GB,Outpatient Medical Specialty Care,Diabetes
437GB,Outpatient Medical Specialty Care,Endocrinology
437GB,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
437GB,Outpatient Medical Specialty Care,Neurology
437GB,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
437GB,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
437GB,Outpatient Medical Specialty Care,Rheumatology/Arthritis
437GB,Outpatient Medical Specialty Care,
437GB,Outpatient Surgical Specialty Care,General Surgery
437GB,Outpatient Surgical Specialty Care,Orthopedics
437GB,Outpatient Surgical Specialty Care,Pain Management Clinic 
437GB,Outpatient Surgical Specialty Care,Plastic Surgery
437GB,Outpatient Surgical Specialty Care,Vascular Surgery
437GB,Outpatient Surgical Specialty Care,
437GB,Primary Care,
437GB,Rehabilitation Care and Services,Amputation System of Care Services
437GB,Rehabilitation Care and Services,Audiology
437GB,Rehabilitation Care and Services,Compensated Work Therapy
437GB,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
437GB,Rehabilitation Care and Services,
437GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
437GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
437GB,Wellness and Preventative Care,
437GC,Mental Health Care,Outpatient Mental Health Care
437GC,Mental Health Care,
437GC,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
437GC,Outpatient Medical Specialty Care,Diabetes
437GC,Outpatient Medical Specialty Care,Endocrinology
437GC,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
437GC,Outpatient Medical Specialty Care,Neurology
437GC,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
437GC,Outpatient Medical Specialty Care,
437GC,Outpatient Surgical Specialty Care,Orthopedics
437GC,Outpatient Surgical Specialty Care,Plastic Surgery
437GC,Outpatient Surgical Specialty Care,
437GC,Primary Care,
437GC,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
437GC,Rehabilitation Care and Services,
437GC,Wellness and Preventative Care,Eating Right: Diet and Nutrition
437GC,Wellness and Preventative Care,Weight Management Services/MOVE! 
437GC,Wellness and Preventative Care,
437GD,Audiology,
437GD,Eye (Vision) Care,Optometry
437GD,Eye (Vision) Care,
437GD,Mental Health Care,Outpatient Mental Health Care
437GD,Mental Health Care,Outpatient Specialized Mental Health Care 
437GD,Mental Health Care,
437GD,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
437GD,Outpatient Medical Specialty Care,Diabetes
437GD,Outpatient Medical Specialty Care,Endocrinology
437GD,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
437GD,Outpatient Medical Specialty Care,Neurology
437GD,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
437GD,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
437GD,Outpatient Medical Specialty Care,Rheumatology/Arthritis
437GD,Outpatient Medical Specialty Care,
437GD,Outpatient Surgical Specialty Care,General Surgery
437GD,Outpatient Surgical Specialty Care,Orthopedics
437GD,Outpatient Surgical Specialty Care,Pain Management Clinic 
437GD,Outpatient Surgical Specialty Care,
437GD,Primary Care,
437GD,Rehabilitation Care and Services,Audiology
437GD,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
437GD,Rehabilitation Care and Services,Speech Pathology
437GD,Rehabilitation Care and Services,
437GD,Wellness and Preventative Care,Eating Right: Diet and Nutrition
437GD,Wellness and Preventative Care,Weight Management Services/MOVE! 
437GD,Wellness and Preventative Care,
437GE,Audiology,
437GE,Mental Health Care,Outpatient Mental Health Care
437GE,Mental Health Care,
437GE,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
437GE,Outpatient Medical Specialty Care,Diabetes
437GE,Outpatient Medical Specialty Care,Endocrinology
437GE,Outpatient Medical Specialty Care,Infectious Disease
437GE,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
437GE,Outpatient Medical Specialty Care,Neurology
437GE,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
437GE,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
437GE,Outpatient Medical Specialty Care,Rheumatology/Arthritis
437GE,Outpatient Medical Specialty Care,
437GE,Outpatient Surgical Specialty Care,General Surgery
437GE,Outpatient Surgical Specialty Care,Orthopedics
437GE,Outpatient Surgical Specialty Care,Plastic Surgery
437GE,Outpatient Surgical Specialty Care,
437GE,Primary Care,
437GE,Rehabilitation Care and Services,Audiology
437GE,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
437GE,Rehabilitation Care and Services,Speech Pathology
437GE,Rehabilitation Care and Services,
437GE,Wellness and Preventative Care,Eating Right: Diet and Nutrition
437GE,Wellness and Preventative Care,Weight Management Services/MOVE! 
437GE,Wellness and Preventative Care,
437GF,Audiology,
437GF,Mental Health Care,Outpatient Mental Health Care
437GF,Mental Health Care,Outpatient Specialized Mental Health Care 
437GF,Mental Health Care,
437GF,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
437GF,Outpatient Medical Specialty Care,Diabetes
437GF,Outpatient Medical Specialty Care,Endocrinology
437GF,Outpatient Medical Specialty Care,Infectious Disease
437GF,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
437GF,Outpatient Medical Specialty Care,Neurology
437GF,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
437GF,Outpatient Medical Specialty Care,Rheumatology/Arthritis
437GF,Outpatient Medical Specialty Care,
437GF,Outpatient Surgical Specialty Care,General Surgery
437GF,Outpatient Surgical Specialty Care,Orthopedics
437GF,Outpatient Surgical Specialty Care,
437GF,Primary Care,
437GF,Rehabilitation Care and Services,Audiology
437GF,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
437GF,Rehabilitation Care and Services,
437GF,Wellness and Preventative Care,Eating Right: Diet and Nutrition
437GF,Wellness and Preventative Care,Weight Management Services/MOVE! 
437GF,Wellness and Preventative Care,
437GI,Audiology,
437GI,Mental Health Care,Outpatient Mental Health Care
437GI,Mental Health Care,Outpatient Specialized Mental Health Care 
437GI,Mental Health Care,
437GI,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
437GI,Outpatient Medical Specialty Care,Diabetes
437GI,Outpatient Medical Specialty Care,Endocrinology
437GI,Outpatient Medical Specialty Care,Infectious Disease
437GI,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
437GI,Outpatient Medical Specialty Care,Neurology
437GI,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
437GI,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
437GI,Outpatient Medical Specialty Care,
437GI,Outpatient Surgical Specialty Care,General Surgery
437GI,Outpatient Surgical Specialty Care,Orthopedics
437GI,Outpatient Surgical Specialty Care,Plastic Surgery
437GI,Outpatient Surgical Specialty Care,Vascular Surgery
437GI,Outpatient Surgical Specialty Care,
437GI,Primary Care,
437GI,Rehabilitation Care and Services,Amputation System of Care Services
437GI,Rehabilitation Care and Services,Audiology
437GI,Rehabilitation Care and Services,Compensated Work Therapy
437GI,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
437GI,Rehabilitation Care and Services,
437GI,Wellness and Preventative Care,Eating Right: Diet and Nutrition
437GI,Wellness and Preventative Care,Weight Management Services/MOVE! 
437GI,Wellness and Preventative Care,
438,Audiology,
438,Complementary and Alternative Medicine,Chiropractic  Services
438,Complementary and Alternative Medicine,
438,Dental Services,
438,Diagnostic Services,Imaging and Radiology
438,Diagnostic Services,Lab Services
438,Diagnostic Services,Nuclear Medicine 
438,Diagnostic Services,
438,Extended Care,Outpatient Geriatric Medicine
438,Extended Care,
438,Eye (Vision) Care,Ophthalmology
438,Eye (Vision) Care,Optometry
438,Eye (Vision) Care,
438,Mental Health Care,Outpatient Mental Health Care
438,Mental Health Care,Outpatient Specialized Mental Health Care 
438,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
438,Mental Health Care,
438,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
438,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
438,Outpatient Medical Specialty Care,Diabetes
438,Outpatient Medical Specialty Care,Endocrinology
438,Outpatient Medical Specialty Care,Gastroenterology
438,Outpatient Medical Specialty Care,Hematology (Blood) Services 
438,Outpatient Medical Specialty Care,Infectious Disease
438,Outpatient Medical Specialty Care,Internal Medicine
438,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
438,Outpatient Medical Specialty Care,Neurology
438,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
438,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
438,Outpatient Medical Specialty Care,Rheumatology/Arthritis
438,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
438,Outpatient Medical Specialty Care,
438,Outpatient Surgical Specialty Care, Podiatry
438,Outpatient Surgical Specialty Care,Colo-Rectal Surgery
438,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
438,Outpatient Surgical Specialty Care,General Surgery
438,Outpatient Surgical Specialty Care,Gynecology
438,Outpatient Surgical Specialty Care,Ophthalmology
438,Outpatient Surgical Specialty Care,Orthopedics
438,Outpatient Surgical Specialty Care,Pain Management Clinic 
438,Outpatient Surgical Specialty Care,Plastic Surgery
438,Outpatient Surgical Specialty Care,Thoracic Surgery
438,Outpatient Surgical Specialty Care,Urology
438,Outpatient Surgical Specialty Care,Vascular Surgery
438,Outpatient Surgical Specialty Care,
438,Primary Care,
438,Rehabilitation Care and Services,Amputation System of Care Services
438,Rehabilitation Care and Services,Audiology
438,Rehabilitation Care and Services,Compensated Work Therapy
438,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
438,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
438,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
438,Rehabilitation Care and Services,Speech Pathology
438,Rehabilitation Care and Services,Spinal Cord Injury
438,Rehabilitation Care and Services,
438,Wellness and Preventative Care,Eating Right: Diet and Nutrition
438,Wellness and Preventative Care,Weight Management Services/MOVE! 
438,Wellness and Preventative Care,
438GA,Audiology,
438GA,Mental Health Care,Outpatient Mental Health Care
438GA,Mental Health Care,
438GA,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
438GA,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
438GA,Outpatient Medical Specialty Care,Diabetes
438GA,Outpatient Medical Specialty Care,Endocrinology
438GA,Outpatient Medical Specialty Care,Infectious Disease
438GA,Outpatient Medical Specialty Care,Internal Medicine
438GA,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
438GA,Outpatient Medical Specialty Care,Neurology
438GA,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
438GA,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
